time,country,new_cases,total_cases,total_cases_per_million,vaccinated,vaccinated_rate,vaccinated_fully_rate,fatality_rate
2021-12-08,Slovenia,"1,886","434,679","209,108.67",1.24 million,59.52%,55.97%,1.23%
2021-12-08,Solomon Islands,0,20,28.41,"176,593",25.08%,7.43%,
2021-12-08,Somalia,0,"23,051","1,409.03","892,093",5.45%,4.06%,5.77%
2021-12-08,South Africa,"19,842",3.07 million,"51,148.60",18.16 million,30.24%,25.29%,2.93%
2021-12-08,South America,"16,752",39.10 million,"90,033.18",314.56 million,72.44%,60.36%,3.03%
2021-12-08,South Korea,"7,100","496,584","9,679.02",42.83 million,83.49%,80.98%,0.82%
2021-12-08,South Sudan,16,"12,842","1,128.33","219,733",1.93%,1.52%,1.04%
2021-12-08,Spain,0,5.25 million,"112,241.79",38.47 million,82.29%,80.62%,1.68%
2021-12-08,Sri Lanka,757,"569,928","26,511.60",15.95 million,74.19%,64.06%,2.55%
2021-12-08,Sudan,236,"44,406",988.79,2.78 million,6.20%,2.75%,7.21%
2021-12-08,Suriname,31,"51,083","86,318.30","259,208",43.80%,37.67%,2.30%
2021-12-08,Sweden,"3,335",1.22 million,"120,361.50",7.63 million,75.06%,70.91%,1.24%
2021-12-08,Switzerland,"12,425",1.09 million,"125,171.10",5.90 million,67.69%,65.97%,1.07%
2021-12-08,Syria,100,"48,901","2,675.74",1.00 million,5.49%,4.18%,5.71%
2021-12-08,Taiwan,5,"16,688",699.56,18.36 million,76.94%,61.69%,5.08%
2021-12-08,Tajikistan,0,"17,493","1,794.22",3.12 million,31.98%,26.59%,0.71%
2021-12-08,Tanzania,39,"26,309",427.80,1.59 million,2.59%,1.75%,2.79%
2021-12-08,Thailand,"7,821",2.16 million,"30,830.03",49.22 million,70.37%,60.72%,0.98%
2021-12-08,Timor,0,"19,829","14,755.09","652,294",48.54%,36.44%,0.61%
2021-12-08,Togo,24,"26,350","3,107.96",1.35 million,15.91%,9.55%,0.92%
2021-12-08,Tokelau,,,,,,,
2021-12-08,Tonga,0,1,9.37,"73,296",68.66%,43.31%,
2021-12-08,Trinidad and Tobago,881,"77,482","55,211.23","696,107",49.60%,46.40%,2.99%
2021-12-08,Tunisia,170,"718,866","60,227.90",6.23 million,52.18%,44.34%,3.54%
2021-12-08,Turkey,"20,874",8.97 million,"105,437.35",56.45 million,66.37%,59.71%,0.87%
2021-12-08,Turkmenistan,,,,,,,
2021-12-08,Turks and Caicos Islands,7,"3,114","79,386.12",,,,0.80%
2021-12-08,Tuvalu,,,,,,,
2021-12-08,Uganda,47,"127,822","2,712.49",6.53 million,13.85%,2.73%,2.55%
2021-12-08,Ukraine,"9,895",3.69 million,"84,959.95",13.97 million,32.15%,28.00%,2.57%
2021-12-08,United Arab Emirates,69,"742,507","74,316.97",9.88 million,98.90%,89.90%,0.29%
2021-12-08,United Kingdom,"50,811",10.63 million,"155,861.42",51.18 million,75.04%,68.38%,1.37%
2021-12-08,United States,"150,872",49.55 million,"148,832.58",237.59 million,71.56%,60.43%,1.60%
2021-12-08,Upper middle income,"127,173",83.52 million,"33,225.15",1.90 billion,75.68%,67.64%,2.65%
2021-12-08,Uruguay,300,"401,640","115,243.18",2.76 million,79.08%,76.44%,1.53%
2021-12-08,Uzbekistan,201,"194,904","5,743.32",18.06 million,53.21%,32.72%,0.73%
2021-12-08,Vanuatu,0,6,19.08,"96,141",30.57%,14.42%,16.67%
2021-12-08,Vatican,0,27,"33,251.23",,,,
2021-12-08,Venezuela,364,"435,825","15,182.92",18.39 million,64.08%,40.44%,1.20%
2021-12-08,Vietnam,"14,599",1.35 million,"13,773.43",74.04 million,75.42%,57.44%,1.99%
2021-12-08,Wallis and Futuna,0,454,"40,923.02","6,016",54.23%,53.39%,1.54%
2021-12-08,World,"672,751",267.85 million,"34,012.23",4.37 billion,55.47%,45.07%,1.97%
2021-12-08,Yemen,4,"10,047",329.51,"556,652",1.83%,1.20%,19.47%
2021-12-08,Zambia,62,"210,436","11,122.02","806,611",4.26%,4.17%,1.74%
2021-12-08,Zimbabwe,"9,027","150,628","9,980.54",3.91 million,25.90%,19.39%,3.13%
2021-12-09,Afghanistan,43,"157,585","3,955.90",4.14 million,10.40%,9.42%,4.65%
2021-12-09,Africa,"32,459",8.84 million,"6,433.37",168.30 million,12.25%,7.93%,2.54%
2021-12-09,Albania,222,"202,863","70,611.79",1.09 million,38.02%,34.20%,1.54%
2021-12-09,Algeria,177,"212,224","4,756.61",7.02 million,15.73%,12.45%,2.89%
2021-12-09,Andorra,457,"19,272","249,140.32","56,628",73.21%,65.35%,0.69%
2021-12-09,Angola,14,"65,346","1,925.70",7.00 million,20.64%,9.77%,2.66%
2021-12-09,Anguilla,0,"1,469","97,123.97","10,079",66.64%,60.98%,0.27%
2021-12-09,Antigua and Barbuda,0,"4,151","42,044.81","61,921",62.72%,58.63%,2.82%
2021-12-09,Argentina,"2,744",5.35 million,"117,328.59",37.26 million,81.71%,67.69%,2.18%
2021-12-09,Armenia,300,"341,768","115,145.98","869,750",29.30%,19.63%,2.27%
2021-12-09,Aruba,26,"16,531","154,214.28","83,902",78.27%,73.11%,1.06%
2021-12-09,Asia,"83,431",82.86 million,"17,711.44",3.00 billion,64.16%,51.14%,1.49%
2021-12-09,Australia,"1,711","225,625","8,749.15",20.18 million,78.25%,74.44%,0.92%
2021-12-09,Austria,"4,437",1.22 million,"134,626.38",6.47 million,71.55%,68.03%,1.07%
2021-12-09,Azerbaijan,"1,315","601,028","58,789.77",5.11 million,49.99%,45.05%,1.34%
2021-12-09,Bahamas,13,"22,859","57,591.82","154,135",38.83%,36.20%,3.08%
2021-12-09,Bahrain,29,"277,964","158,991.48",1.19 million,68.17%,66.61%,0.50%
2021-12-09,Bangladesh,262,1.58 million,"9,491.98",65.84 million,39.59%,24.50%,1.77%
2021-12-09,Barbados,132,"26,565","92,333.20","154,334",53.64%,48.41%,0.93%
2021-12-09,Belarus,"1,738","669,631","70,913.95",4.06 million,43.04%,32.19%,0.78%
2021-12-09,Belgium,"16,029",1.91 million,"164,586.66",8.87 million,76.29%,75.19%,1.43%
2021-12-09,Belize,61,"30,991","76,537.05","229,107",56.58%,48.59%,1.89%
2021-12-09,Benin,34,"24,897","1,999.59",1.09 million,8.73%,7.04%,0.65%
2021-12-09,Bermuda,0,"5,760","92,765.57","46,054",74.17%,72.52%,1.84%
2021-12-09,Bhutan,6,"2,648","3,395.31","589,482",75.58%,72.40%,0.11%
2021-12-09,Bolivia,"1,737","547,892","46,302.29",5.19 million,43.89%,36.47%,3.52%
2021-12-09,Bonaire Sint Eustatius and Saba,36,"3,109","117,564.76",,,,0.71%
2021-12-09,Bosnia and Herzegovina,649,"280,469","85,942.25","882,641",27.05%,,4.59%
2021-12-09,Botswana,538,"196,090","81,798.24","955,135",39.84%,22.03%,1.24%
2021-12-09,Brazil,"8,753",22.18 million,"103,657.93",164.91 million,77.07%,64.92%,2.78%
2021-12-09,British Virgin Islands,0,"2,816","92,561.55","18,288",60.11%,54.91%,1.35%
2021-12-09,Brunei,57,"15,301","34,654.34","404,707",91.66%,83.18%,0.64%
2021-12-09,Bulgaria,"1,827","711,364","103,146.24",1.90 million,27.61%,26.52%,4.13%
2021-12-09,Burkina Faso,0,"16,334",759.82,"442,769",2.06%,1.55%,1.77%
2021-12-09,Burundi,87,"20,610","1,681.70","2,259",0.02%,0.01%,0.18%
2021-12-09,Cambodia,12,"120,312","7,099.54",14.19 million,83.76%,79.86%,2.47%
2021-12-09,Cameroon,0,"107,549","3,950.48","793,725",2.92%,2.25%,1.70%
2021-12-09,Canada,"4,002",1.83 million,"48,107.21",31.01 million,81.46%,76.62%,1.63%
2021-12-09,Cape Verde,12,"38,482","68,485.37","301,215",53.61%,45.29%,0.91%
2021-12-09,Cayman Islands,115,"7,839","117,883.24","58,371",87.78%,84.94%,0.12%
2021-12-09,Central African Republic,0,"11,742","2,386.59","375,096",7.62%,6.81%,0.86%
2021-12-09,Chad,0,"5,703",337.16,"205,259",1.21%,0.48%,3.17%
2021-12-09,Chile,"1,771",1.78 million,"92,563.84",16.98 million,88.36%,84.83%,2.17%
2021-12-09,China,63,"99,517",68.91,1.26 billion,87.24%,80.49%,4.66%
2021-12-09,Colombia,"1,627",5.09 million,"99,247.53",37.84 million,73.80%,50.45%,2.54%
2021-12-09,Comoros,2,"4,556","5,128.00","282,378",31.78%,27.55%,3.31%
2021-12-09,Congo,0,"19,066","3,370.33","550,142",9.72%,2.40%,1.88%
2021-12-09,Cook Islands,0,2,113.82,"12,841",73.08%,71.12%,
2021-12-09,Costa Rica,200,"567,906","110,507.91",3.90 million,75.98%,63.79%,1.29%
2021-12-09,Cote d'Ivoire,6,"61,863","2,286.68",3.31 million,12.22%,5.57%,1.14%
2021-12-09,Croatia,"4,428","644,206","157,829.53",2.22 million,54.50%,47.33%,1.78%
2021-12-09,Cuba,81,"963,428","85,127.30",10.21 million,90.23%,82.56%,0.86%
2021-12-09,Curacao,23,"17,540","106,434.62","103,299",62.68%,58.09%,1.03%
2021-12-09,Cyprus,635,"139,368","155,543.77","631,421",70.47%,65.88%,0.44%
2021-12-09,Czechia,"16,229",2.30 million,"214,315.79",6.74 million,62.81%,60.30%,1.49%
2021-12-09,Democratic Republic of Congo,33,"59,208",640.93,"186,741",0.20%,0.08%,1.88%
2021-12-09,Denmark,"6,985","536,195","92,235.88",4.64 million,79.78%,77.16%,0.56%
2021-12-09,Djibouti,5,"13,514","13,484.38","82,858",8.27%,2.60%,1.39%
2021-12-09,Dominica,32,"6,208","86,016.74","29,064",40.27%,37.57%,0.68%
2021-12-09,Dominican Republic,258,"409,490","37,383.67",6.91 million,63.08%,51.59%,1.03%
2021-12-09,Ecuador,0,"530,126","29,635.06",13.94 million,77.91%,66.11%,6.32%
2021-12-09,Egypt,803,"366,634","3,516.59",29.53 million,28.32%,16.85%,5.71%
2021-12-09,El Salvador,0,"119,803","18,378.92",4.45 million,68.24%,62.90%,3.16%
2021-12-09,Equatorial Guinea,0,"13,599","9,379.33","249,067",17.18%,13.76%,1.29%
2021-12-09,Eritrea,50,"7,583","2,105.53",,,,0.82%
2021-12-09,Estonia,554,"226,858","171,189.30","832,717",62.84%,60.26%,0.81%
2021-12-09,Eswatini,"1,084","50,337","42,936.14","302,675",25.82%,24.13%,2.48%
2021-12-09,Ethiopia,123,"372,711","3,161.88",8.88 million,7.53%,1.23%,1.83%
2021-12-09,Europe,"453,489",78.02 million,"104,174.72",474.37 million,63.34%,59.12%,1.86%
2021-12-09,European Union,"338,247",49.07 million,"109,725.12",317.29 million,70.95%,67.78%,1.76%
2021-12-09,Faeroe Islands,78,"4,212","85,866.31","41,387",84.37%,82.41%,0.31%
2021-12-09,Falkland Islands,0,83,"23,526.08",,,,
2021-12-09,Fiji,0,"52,567","58,220.24","655,857",72.64%,65.28%,1.33%
2021-12-09,Finland,"1,781","199,257","35,912.77",4.32 million,77.91%,73.63%,0.71%
2021-12-09,France,"56,854",8.15 million,"120,888.95",52.43 million,77.76%,70.94%,1.48%
2021-12-09,French Polynesia,2,"46,334","163,994.42","165,041",58.41%,55.20%,1.37%
2021-12-09,Gabon,0,"37,551","16,478.20","219,775",9.64%,7.60%,0.75%
2021-12-09,Gambia,0,"9,998","4,020.21","242,172",9.74%,9.18%,3.42%
2021-12-09,Georgia,"3,562","879,368","220,959.34",1.26 million,31.59%,26.21%,1.43%
2021-12-09,Germany,"103,018",6.44 million,"76,791.54",60.35 million,71.93%,68.83%,1.63%
2021-12-09,Ghana,0,"131,246","4,136.06",2.65 million,8.36%,4.93%,0.94%
2021-12-09,Gibraltar,27,"7,463","221,513.16","41,041",121.82%,118.44%,1.34%
2021-12-09,Greece,"5,513","989,814","95,442.88",7.20 million,69.44%,64.85%,1.92%
2021-12-09,Greenland,28,"1,774","31,195.05","40,351",70.96%,66.42%,
2021-12-09,Grenada,0,"5,910","52,293.94","40,930",36.22%,30.94%,3.38%
2021-12-09,Guatemala,475,"621,328","34,045.62",6.21 million,34.02%,23.53%,2.58%
2021-12-09,Guernsey,,,,,,,
2021-12-09,Guinea,0,"30,798","2,281.80",1.69 million,12.49%,6.05%,1.26%
2021-12-09,Guinea-Bissau,0,"6,445","3,197.73","385,186",19.11%,1.05%,2.31%
2021-12-09,Guyana,69,"38,402","48,589.89","404,122",51.13%,35.87%,2.64%
2021-12-09,Haiti,53,"25,744","2,230.52","120,569",1.04%,0.61%,2.94%
2021-12-09,High income,"542,990",119.36 million,"98,241.04",909.81 million,74.89%,68.81%,1.56%
2021-12-09,Honduras,172,"378,423","37,605.41",4.40 million,43.68%,38.67%,2.75%
2021-12-09,Hong Kong,7,"12,478","1,652.10",4.80 million,63.51%,60.45%,1.71%
2021-12-09,Hungary,"7,310",1.18 million,"122,069.57",6.18 million,64.11%,61.07%,3.08%
2021-12-09,Iceland,156,"19,052","51,660.56","286,650",77.73%,76.52%,0.18%
2021-12-09,India,"8,402",34.67 million,"24,884.76",810.14 million,58.14%,35.75%,1.37%
2021-12-09,Indonesia,220,4.26 million,"15,409.37",144.45 million,52.27%,36.60%,3.38%
2021-12-09,International,0,721,,,,,2.08%
2021-12-09,Iran,"3,228",6.15 million,"72,303.44",58.57 million,68.88%,57.80%,2.12%
2021-12-09,Iraq,510,2.09 million,"50,673.50",7.88 million,19.14%,12.21%,1.15%
2021-12-09,Ireland,"4,003","610,855","122,590.16",3.88 million,77.87%,76.62%,0.95%
2021-12-09,Isle of Man,116,"12,346","144,549.82","68,409",80.09%,75.96%,0.54%
2021-12-09,Israel,571,1.35 million,"145,172.75",6.40 million,68.93%,62.39%,0.61%
2021-12-09,Italy,"12,516",5.16 million,"85,555.68",47.56 million,78.78%,73.30%,2.60%
2021-12-09,Jamaica,23,"91,601","30,806.18","690,649",23.23%,17.87%,2.64%
2021-12-09,Japan,154,1.73 million,"13,706.05",100.04 million,79.36%,77.70%,1.06%
2021-12-09,Jersey,,,,"80,449",79.59%,75.15%,
2021-12-09,Jordan,"5,153","998,492","97,233.41",4.21 million,41.02%,37.07%,1.19%
2021-12-09,Kazakhstan,722,1.06 million,"55,890.88",8.82 million,46.44%,43.40%,1.69%
2021-12-09,Kenya,144,"255,796","4,652.05",5.25 million,9.55%,5.78%,2.09%
2021-12-09,Kiribati,0,2,16.48,"59,492",49.01%,18.68%,
2021-12-09,Kosovo,19,"161,176","90,440.85","868,411",48.73%,43.21%,1.85%
2021-12-09,Kuwait,20,"413,608","95,553.41",3.31 million,76.56%,73.46%,0.60%
2021-12-09,Kyrgyzstan,66,"183,810","27,730.90",1.15 million,17.42%,14.05%,1.50%
2021-12-09,Laos,"1,212","84,503","11,451.27",3.74 million,50.75%,42.00%,0.27%
2021-12-09,Latvia,793,"260,008","139,270.05",1.29 million,69.16%,65.58%,1.67%
2021-12-09,Lebanon,"1,836","685,162","101,218.31",1.99 million,29.42%,25.59%,1.29%
2021-12-09,Lesotho,0,"21,838","10,114.55","626,669",29.02%,28.64%,3.04%
2021-12-09,Liberia,0,"5,832","1,125.82","605,468",11.69%,11.11%,4.92%
2021-12-09,Libya,495,"376,873","54,159.80",1.76 million,25.28%,10.44%,1.47%
2021-12-09,Liechtenstein,67,"5,229","136,691.59","25,878",67.65%,66.09%,1.24%
2021-12-09,Lithuania,"1,687","486,224","180,761.69",1.89 million,70.17%,66.98%,1.42%
2021-12-09,Low income,942,1.39 million,"2,089.75",46.72 million,7.02%,3.41%,2.71%
2021-12-09,Lower middle income,"54,481",64.17 million,"19,267.57",1.52 billion,45.62%,30.16%,1.82%
2021-12-09,Luxembourg,486,"93,060","146,594.12","453,072",71.37%,67.69%,0.95%
2021-12-09,Macao,0,77,116.95,"487,672",74.07%,67.83%,
2021-12-09,Madagascar,0,"44,800","1,575.95","589,003",2.07%,1.90%,2.17%
2021-12-09,Malawi,35,"62,088","3,160.07",1.23 million,6.25%,3.18%,3.72%
2021-12-09,Malaysia,"5,446",2.68 million,"81,719.83",25.94 million,79.13%,77.88%,1.15%
2021-12-09,Maldives,125,"92,754","170,622.86","396,146",72.87%,67.20%,0.28%
2021-12-09,Mali,76,"18,329",878.85,"822,145",3.94%,1.65%,3.39%
2021-12-09,Malta,81,"40,269","78,025.58","436,698",84.61%,84.01%,1.16%
2021-12-09,Marshall Islands,0,4,67.09,,,,
2021-12-09,Mauritania,35,"39,704","8,314.78",1.10 million,22.99%,14.62%,2.13%
2021-12-09,Mauritius,83,"22,393","17,584.82","916,524",71.97%,71.36%,1.07%
2021-12-09,Mexico,"6,395",3.91 million,"30,029.54",79.20 million,60.80%,50.38%,7.57%
2021-12-09,Micronesia (country),0,1,8.60,,,,
2021-12-09,Moldova,549,"368,497","91,574.23","989,897",24.60%,23.64%,2.53%
2021-12-09,Monaco,64,"4,006","101,366.40",,,,0.90%
2021-12-09,Mongolia,624,"384,912","115,614.12",2.26 million,67.96%,64.74%,0.53%
2021-12-09,Montenegro,180,"159,214","253,504.89","278,846",44.40%,41.73%,1.47%
2021-12-09,Montserrat,0,44,"8,833.57","1,547",31.06%,29.55%,2.27%
2021-12-09,Morocco,146,"951,092","25,467.87",24.55 million,65.73%,61.17%,1.55%
2021-12-09,Mozambique,260,"152,586","4,744.14",6.80 million,21.15%,13.36%,1.27%
2021-12-09,Myanmar,0,"525,403","9,586.59",18.83 million,34.36%,23.77%,3.65%
2021-12-09,Namibia,179,"130,230","50,333.47","378,182",14.62%,12.33%,2.75%
2021-12-09,Nauru,,,,,,,
2021-12-09,Nepal,197,"823,554","27,752.53",10.43 million,35.15%,29.40%,1.40%
2021-12-09,Netherlands,"19,770",2.83 million,"164,983.61",13.29 million,77.40%,70.77%,0.71%
2021-12-09,New Caledonia,30,"12,457","43,220.91","181,108",62.84%,59.27%,2.25%
2021-12-09,New Zealand,0,"12,621","2,463.79",3.94 million,76.97%,72.84%,0.35%
2021-12-09,Nicaragua,0,"17,328","2,585.35",4.40 million,65.68%,37.90%,1.24%
2021-12-09,Niger,12,"7,131",283.75,"507,223",2.02%,1.85%,3.72%
2021-12-09,Nigeria,0,"215,164","1,017.80",7.35 million,3.48%,1.82%,1.39%
2021-12-09,Niue,,,,,,,
2021-12-09,North America,"135,729",59.35 million,"99,476.20",394.36 million,66.10%,55.92%,2.00%
2021-12-09,North Macedonia,168,"218,362","104,847.60","836,816",40.18%,38.63%,3.52%
2021-12-09,Northern Cyprus,,,,"284,357",74.39%,72.20%,
2021-12-09,Norway,"5,355","305,368","55,870.61",4.26 million,77.92%,70.96%,0.37%
2021-12-09,Oceania,"1,876","385,940","8,929.67",25.96 million,60.06%,56.33%,1.12%
2021-12-09,Oman,25,"304,679","58,329.90",3.12 million,59.75%,55.31%,1.35%
2021-12-09,Pakistan,313,1.29 million,"5,720.99",83.68 million,37.16%,24.56%,2.24%
2021-12-09,Palau,0,8,440.19,,,,
2021-12-09,Palestine,319,"463,277","88,703.55",2.02 million,38.68%,26.88%,1.04%
2021-12-09,Panama,527,"480,090","109,569.99",3.01 million,68.77%,55.70%,1.54%
2021-12-09,Papua New Guinea,133,"35,835","3,929.70","282,571",3.10%,2.37%,1.60%
2021-12-09,Paraguay,101,"463,580","64,210.95",3.41 million,47.30%,38.35%,3.56%
2021-12-09,Peru,"3,038",2.25 million,"67,437.36",23.23 million,69.64%,58.85%,8.96%
2021-12-09,Philippines,403,2.84 million,"25,538.72",56.11 million,50.53%,35.63%,1.76%
2021-12-09,Pitcairn,,,,,,,
2021-12-09,Poland,"27,459",3.76 million,"99,480.07",21.14 million,55.94%,54.67%,2.32%
2021-12-09,Portugal,"3,588",1.18 million,"116,178.50",9.15 million,90.00%,88.69%,1.57%
2021-12-09,Qatar,159,"244,867","83,557.41",,,,0.25%
2021-12-09,Romania,"1,032",1.79 million,"93,611.06",7.98 million,41.74%,39.70%,3.21%
2021-12-09,Russia,"29,701",9.75 million,"66,837.13",68.95 million,47.26%,41.11%,2.88%
2021-12-09,Rwanda,53,"100,517","7,571.04",6.39 million,48.12%,29.23%,1.34%
2021-12-09,Saint Helena,0,4,656.28,,,,
2021-12-09,Saint Kitts and Nevis,1,"2,792","52,142.08","27,358",51.09%,47.00%,1.00%
2021-12-09,Saint Lucia,0,"13,067","70,861.87","55,063",29.86%,25.83%,2.17%
2021-12-09,Saint Pierre and Miquelon,0,91,"15,768.50",,,,
2021-12-09,Saint Vincent and the Grenadines,0,"5,645","50,732.91","32,104",28.85%,21.73%,1.35%
2021-12-09,Samoa,0,3,14.99,"141,356",70.63%,60.73%,
2021-12-09,San Marino,49,"6,357","186,915.61","24,282",71.40%,63.58%,1.48%
2021-12-09,Sao Tome and Principe,0,"3,733","16,712.63","85,687",38.36%,21.91%,1.53%
2021-12-09,Saudi Arabia,45,"550,088","15,565.29",24.75 million,70.04%,64.36%,1.61%
2021-12-09,Senegal,11,"74,054","4,306.39",1.33 million,7.72%,5.47%,2.55%
2021-12-09,Serbia,"1,620",1.27 million,"184,879.33",3.28 million,47.80%,45.95%,0.95%
2021-12-09,Seychelles,56,"23,806","240,683.45","82,117",83.02%,79.08%,0.54%
2021-12-09,Sierra Leone,15,"6,420",788.57,"747,044",9.18%,4.73%,1.89%
2021-12-09,Singapore,682,"271,979","49,871.46",4.74 million,87.00%,87.00%,0.29%
2021-12-09,Sint Maarten (Dutch part),,,,"27,030",62.25%,57.59%,
2021-12-09,Slovakia,"9,970",1.27 million,"231,664.43",2.68 million,49.04%,45.84%,1.20%
2021-12-09,Slovenia,"1,687","436,366","209,920.23",1.24 million,59.55%,56.11%,1.23%
2021-12-09,Solomon Islands,0,20,28.41,"176,593",25.08%,7.43%,
2021-12-09,Somalia,0,"23,051","1,409.03","892,093",5.45%,4.06%,5.77%
2021-12-09,South Africa,"22,388",3.09 million,"51,521.47",18.34 million,30.55%,25.53%,2.91%
2021-12-09,South America,"20,940",39.12 million,"90,081.40",314.82 million,72.50%,60.62%,3.03%
2021-12-09,South Korea,"7,022","503,606","9,815.89",42.88 million,83.58%,81.09%,0.82%
2021-12-09,South Sudan,0,"12,842","1,128.33","223,920",1.97%,1.56%,1.04%
2021-12-09,Spain,"26,412",5.27 million,"112,806.81",38.49 million,82.34%,80.66%,1.68%
2021-12-09,Sri Lanka,744,"570,672","26,546.21",15.95 million,74.20%,64.07%,2.55%
2021-12-09,Sudan,0,"44,406",988.79,2.78 million,6.20%,2.75%,7.22%
2021-12-09,Suriname,66,"51,149","86,429.83","259,325",43.82%,37.72%,2.30%
2021-12-09,Sweden,"3,163",1.23 million,"120,672.82",7.67 million,75.53%,71.60%,1.24%
2021-12-09,Switzerland,"10,861",1.10 million,"126,417.27",5.90 million,67.75%,66.03%,1.06%
2021-12-09,Syria,107,"49,008","2,681.59",1.00 million,5.49%,4.18%,5.71%
2021-12-09,Taiwan,16,"16,704",700.23,18.39 million,77.10%,62.08%,5.08%
2021-12-09,Tajikistan,0,"17,493","1,794.22",3.12 million,31.98%,26.59%,0.71%
2021-12-09,Tanzania,0,"26,309",427.80,1.59 million,2.59%,1.75%,2.79%
2021-12-09,Thailand,"4,193",2.16 million,"30,889.98",49.86 million,71.28%,61.81%,0.98%
2021-12-09,Timor,0,"19,829","14,755.09","652,294",48.54%,36.44%,0.61%
2021-12-09,Togo,7,"26,357","3,108.78",1.35 million,15.91%,9.55%,0.92%
2021-12-09,Tokelau,,,,,,,
2021-12-09,Tonga,0,1,9.37,"73,296",68.66%,43.31%,
2021-12-09,Trinidad and Tobago,857,"78,339","55,821.90","696,950",49.66%,46.47%,2.98%
2021-12-09,Tunisia,140,"719,006","60,239.63",6.24 million,52.29%,44.46%,3.54%
2021-12-09,Turkey,"19,696",8.99 million,"105,668.95",56.47 million,66.40%,59.76%,0.88%
2021-12-09,Turkmenistan,,,,,,,
2021-12-09,Turks and Caicos Islands,5,"3,119","79,513.59",,,,0.80%
2021-12-09,Tuvalu,,,,,,,
2021-12-09,Uganda,41,"127,863","2,713.36",6.53 million,13.85%,2.73%,2.55%
2021-12-09,Ukraine,"12,884",3.71 million,"85,256.36",14.03 million,32.28%,28.24%,2.58%
2021-12-09,United Arab Emirates,60,"742,567","74,322.97",9.88 million,98.90%,89.98%,0.29%
2021-12-09,United Kingdom,"50,282",10.68 million,"156,598.62",51.21 million,75.08%,68.43%,1.37%
2021-12-09,United States,"122,214",49.67 million,"149,199.68",238.00 million,71.69%,60.53%,1.60%
2021-12-09,Upper middle income,"129,475",83.65 million,"33,276.65",1.90 billion,75.72%,67.71%,2.65%
2021-12-09,Uruguay,257,"401,897","115,316.92",2.76 million,79.09%,76.47%,1.53%
2021-12-09,Uzbekistan,194,"195,098","5,749.04",18.14 million,53.44%,32.72%,0.73%
2021-12-09,Vanuatu,0,6,19.08,"96,141",30.57%,14.42%,16.67%
2021-12-09,Vatican,0,27,"33,251.23",,,,
2021-12-09,Venezuela,777,"436,602","15,209.99",18.39 million,64.08%,40.44%,1.20%
2021-12-09,Vietnam,"15,311",1.37 million,"13,929.40",74.65 million,76.04%,57.44%,1.99%
2021-12-09,Wallis and Futuna,0,454,"40,923.02","6,016",54.23%,53.39%,1.54%
2021-12-09,World,"727,924",268.57 million,"34,104.67",4.38 billion,55.61%,45.28%,1.97%
2021-12-09,Yemen,0,"10,047",329.51,"556,652",1.83%,1.20%,19.48%
2021-12-09,Zambia,126,"210,562","11,128.68","806,611",4.26%,4.17%,1.74%
2021-12-09,Zimbabwe,"5,189","155,817","10,324.36",3.92 million,26.01%,19.52%,3.03%
2021-12-10,Afghanistan,18,"157,603","3,956.35",4.14 million,10.40%,9.42%,4.65%
2021-12-10,Africa,"27,165",8.86 million,"6,453.14",168.66 million,12.28%,7.96%,2.53%
2021-12-10,Albania,352,"203,215","70,734.31",1.10 million,38.38%,34.54%,1.54%
2021-12-10,Algeria,210,"212,434","4,761.32",7.02 million,15.73%,12.45%,2.89%
2021-12-10,Andorra,168,"19,440","251,312.15","56,628",73.21%,65.35%,0.68%
2021-12-10,Angola,25,"65,371","1,926.44",7.00 million,20.64%,9.77%,2.66%
2021-12-10,Anguilla,54,"1,523","100,694.21","10,079",66.64%,60.98%,0.26%
2021-12-10,Antigua and Barbuda,8,"4,159","42,125.84","61,921",62.72%,58.63%,2.81%
2021-12-10,Argentina,"3,573",5.35 million,"117,406.94",37.26 million,81.71%,67.69%,2.18%
2021-12-10,Armenia,347,"342,115","115,262.89","869,750",29.30%,19.63%,2.27%
2021-12-10,Aruba,18,"16,549","154,382.20","83,936",78.30%,73.14%,1.07%
2021-12-10,Asia,"79,712",82.94 million,"17,728.48",3.02 billion,64.64%,52.06%,1.49%
2021-12-10,Australia,"1,757","227,382","8,817.28",20.20 million,78.32%,74.60%,0.92%
2021-12-10,Austria,"3,659",1.22 million,"135,030.99",6.48 million,71.70%,68.37%,1.07%
2021-12-10,Azerbaijan,"1,109","602,137","58,898.24",5.11 million,50.03%,45.09%,1.34%
2021-12-10,Bahamas,22,"22,881","57,647.25","154,135",38.83%,36.20%,3.09%
2021-12-10,Bahrain,33,"277,997","159,010.35",1.19 million,68.19%,66.63%,0.50%
2021-12-10,Bangladesh,269,1.58 million,"9,493.60",85.53 million,51.43%,25.05%,1.77%
2021-12-10,Barbados,103,"26,668","92,691.20","154,444",53.68%,48.57%,0.93%
2021-12-10,Belarus,"1,801","671,432","71,104.68",4.06 million,43.04%,32.19%,0.78%
2021-12-10,Belgium,"15,245",1.93 million,"165,897.23",8.88 million,76.31%,75.22%,1.43%
2021-12-10,Belize,42,"31,033","76,640.78","229,107",56.58%,48.59%,1.89%
2021-12-10,Benin,0,"24,897","1,999.59",1.09 million,8.73%,7.04%,0.65%
2021-12-10,Bermuda,4,"5,764","92,829.99","46,054",74.17%,72.52%,1.84%
2021-12-10,Bhutan,1,"2,649","3,396.59","589,482",75.58%,72.40%,0.11%
