year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2015,3,29,12,1,137.0,172.0,160.0,139.0,4.0,34.0,1015.0,20.0,SE,8.05,0.0,0.0
2015,3,29,13,1,115.0,158.0,145.0,139.33333333333334,4.0,32.0,1014.0,21.0,SE,12.07,0.0,0.0
2015,3,29,14,1,58.0,79.0,81.0,72.66666666666667,4.0,30.0,1013.0,22.0,SE,16.09,0.0,0.0
2015,3,29,15,1,55.0,72.0,68.0,65.0,1.0,23.0,1012.0,23.0,cv,3.13,0.0,0.0
2015,3,29,16,1,57.0,123.0,71.0,58.0,-1.0,20.0,1011.0,23.0,SE,5.81,0.0,0.0
2015,3,29,17,1,58.0,90.0,68.0,62.0,-1.0,20.0,1010.0,23.0,SE,11.62,0.0,0.0
2015,3,29,18,1,61.0,83.0,71.0,67.0,-1.0,21.0,1010.0,22.0,SE,15.64,0.0,0.0
2015,3,29,19,1,69.0,111.0,74.0,72.0,3.0,34.0,1011.0,19.0,SE,19.66,0.0,0.0
2015,3,29,20,1,78.0,155.0,111.0,125.0,4.0,39.0,1011.0,18.0,SE,24.58,0.0,0.0
2015,3,29,21,1,116.0,170.0,173.0,136.0,4.0,41.0,1011.0,17.0,SE,28.6,0.0,0.0
2015,3,29,22,1,126.0,170.0,150.0,151.0,5.0,51.0,1011.0,15.0,SE,31.73,0.0,0.0
2015,3,29,23,1,116.0,170.0,152.0,155.0,5.0,54.0,1011.0,14.0,NE,1.79,0.0,0.0
2015,3,30,0,1,119.0,165.0,148.0,138.0,5.0,54.0,1010.0,14.0,SE,1.79,0.0,0.0
2015,3,30,1,1,107.0,147.0,129.0,134.0,5.0,54.0,1010.0,14.0,SE,4.92,0.0,0.0
2015,3,30,2,1,113.0,149.0,125.0,132.0,5.0,54.0,1010.0,14.0,SE,8.05,0.0,0.0
2015,3,30,3,1,115.0,127.0,125.0,116.0,5.0,54.0,1009.0,14.0,SE,11.18,0.0,0.0
2015,3,30,4,1,116.0,139.0,126.0,120.0,5.0,54.0,1009.0,14.0,SE,15.2,0.0,0.0
2015,3,30,5,1,122.0,141.0,129.0,125.0,4.0,54.0,1009.0,13.0,SE,16.99,0.0,0.0
2015,3,30,6,1,123.0,151.0,130.0,132.0,4.0,57.0,1010.0,12.0,SE,18.78,0.0,0.0
2015,3,30,7,1,128.0,151.0,130.0,136.0,5.0,62.0,1010.0,12.0,SE,20.57,0.0,0.0
2015,3,30,8,1,142.0,157.0,146.0,144.0,5.0,54.0,1010.0,14.0,SE,23.7,0.0,0.0
2015,3,30,9,1,154.0,177.0,171.0,153.0,5.0,51.0,1011.0,15.0,SE,26.83,0.0,0.0
2015,3,30,10,1,158.0,190.0,171.0,166.0,6.0,48.0,1011.0,17.0,SE,29.96,0.0,0.0
2015,3,30,11,1,167.0,188.0,168.0,162.0,6.0,45.0,1010.0,18.0,SE,31.75,0.0,0.0
2015,3,30,12,1,173.0,197.0,181.0,168.0,7.0,42.0,1009.0,20.0,SE,34.88,0.0,0.0
2015,3,30,13,1,185.0,196.0,193.0,183.0,8.0,45.0,1008.0,20.0,SE,38.9,0.0,0.0
2015,3,30,14,1,176.66666666666666,181.0,181.0,168.0,9.0,46.0,1007.0,21.0,cv,1.79,0.0,0.0
2015,3,30,15,1,163.66666666666666,172.0,158.0,161.0,9.0,43.0,1007.0,22.0,SE,1.79,0.0,0.0
2015,3,30,16,1,137.0,162.0,163.0,154.0,8.0,40.0,1006.0,22.0,cv,1.79,0.0,0.0
2015,3,30,17,1,171.0,168.0,160.0,160.0,8.0,40.0,1006.0,22.0,SE,3.13,0.0,0.0
2015,3,30,18,1,177.0,172.0,169.0,173.0,9.0,46.0,1007.0,21.0,SE,6.26,0.0,0.0
2015,3,30,19,1,191.0,203.0,169.0,179.0,9.0,49.0,1007.0,20.0,SE,9.39,0.0,0.0
2015,3,30,20,1,198.0,209.0,188.0,188.0,9.0,52.0,1008.0,19.0,SE,12.52,0.0,0.0
2015,3,30,21,1,191.0,195.0,181.0,190.0,9.0,52.0,1009.0,19.0,SE,15.65,0.0,0.0
2015,3,30,22,1,184.0,185.0,165.0,169.0,9.0,55.0,1009.0,18.0,SE,18.78,0.0,0.0
2015,3,30,23,1,172.0,167.0,164.0,161.0,9.0,55.0,1009.0,18.0,SE,21.91,0.0,0.0
2015,3,31,0,1,164.0,178.0,165.0,165.0,9.0,59.0,1009.0,17.0,SE,25.04,0.0,0.0
2015,3,31,1,1,184.0,198.0,182.0,201.0,9.0,59.0,1009.0,17.0,SE,28.17,0.0,0.0
2015,3,31,2,1,201.0,189.0,192.0,178.0,9.0,63.0,1010.0,16.0,cv,0.89,0.0,0.0
2015,3,31,3,1,178.0,178.0,166.0,164.0,9.0,63.0,1009.0,16.0,SE,3.13,0.0,0.0
2015,3,31,4,1,153.0,163.0,151.0,154.0,10.0,76.0,1009.0,14.0,SE,6.26,0.0,0.0
2015,3,31,5,1,162.0,161.0,160.0,159.0,10.0,76.0,1010.0,14.0,SE,8.05,0.1,0.1
2015,3,31,6,1,167.0,167.0,157.0,159.0,10.0,81.0,1010.0,13.0,SE,9.84,0.0,0.0
2015,3,31,7,1,170.0,179.0,161.0,168.0,10.0,81.0,1011.0,13.0,cv,0.89,0.0,0.0
2015,3,31,8,1,168.0,165.0,165.0,164.0,9.0,76.0,1012.0,13.0,SE,1.79,2.0,2.0
2015,3,31,9,1,172.0,169.0,177.0,168.0,10.0,87.0,1014.0,12.0,SE,3.58,3.6,5.6
2015,3,31,10,1,161.0,159.0,169.0,160.0,10.0,93.0,1015.0,11.0,SE,5.37,0.6,6.2
2015,3,31,11,1,156.0,158.0,158.0,160.0,9.0,87.0,1016.0,11.0,SE,8.5,0.1,6.3
2015,3,31,12,1,150.0,139.0,139.0,149.0,9.0,87.0,1016.0,11.0,SE,10.29,0.2,6.5
2015,3,31,13,1,132.0,100.0,108.0,106.0,10.0,87.0,1016.0,12.0,SE,13.42,0.0,0.0
2015,3,31,14,1,114.0,104.0,103.0,103.0,10.0,87.0,1016.0,12.0,SE,16.55,0.0,0.0
2015,3,31,15,1,94.0,94.0,94.0,94.0,9.0,87.0,1016.0,11.0,SE,20.57,0.0,0.0
2015,3,31,16,1,80.0,80.0,80.0,80.0,9.0,81.0,1017.0,12.0,SE,24.59,0.0,0.0
2015,3,31,17,1,76.0,76.0,76.0,76.0,7.0,76.0,1017.0,11.0,SE,28.61,0.0,0.0
2015,3,31,18,1,69.0,69.0,69.0,69.0,5.0,66.0,1018.0,11.0,SE,31.74,0.0,0.0
2015,3,31,19,1,69.0,69.0,69.0,69.0,5.0,66.0,1019.0,11.0,SE,34.87,0.0,0.0
2015,3,31,20,1,73.0,73.0,74.0,72.0,5.0,66.0,1020.0,11.0,SE,38.0,0.0,0.0
2015,3,31,21,1,66.0,66.0,66.0,66.0,2.0,50.0,1021.0,12.0,SE,39.79,0.0,0.0
2015,3,31,22,1,70.0,70.0,70.0,70.0,5.0,75.0,1022.0,9.0,cv,0.89,0.0,0.0
2015,3,31,23,1,77.0,73.0,69.0,69.0,4.0,75.0,1022.0,8.0,cv,1.78,0.0,0.0
2015,4,1,0,1,72.0,80.0,71.0,72.0,5.0,87.0,1023.0,7.0,SE,0.89,0.0,0.0
2015,4,1,1,1,75.0,87.0,72.0,73.0,5.0,93.0,1023.0,6.0,NE,0.89,0.0,0.0
2015,4,1,2,1,74.0,91.0,79.0,85.0,5.0,87.0,1023.0,7.0,cv,0.45,0.0,0.0
2015,4,1,3,1,82.0,84.0,85.0,85.0,5.0,93.0,1022.0,6.0,cv,1.34,0.0,0.0
2015,4,1,4,1,87.0,83.66666666666667,84.0,80.0,5.0,93.0,1022.0,6.0,cv,2.23,0.0,0.0
2015,4,1,5,1,68.0,87.0,71.0,65.0,5.0,93.0,1023.0,6.0,NW,0.89,0.0,0.0
2015,4,1,6,1,54.0,89.0,74.0,61.0,4.0,93.0,1023.0,5.0,cv,0.45,0.0,0.0
2015,4,1,7,1,65.0,102.0,79.0,81.0,4.0,86.0,1024.0,6.0,SE,1.79,0.0,0.0
2015,4,1,8,1,85.0,99.0,100.0,84.0,4.0,70.0,1024.0,9.0,cv,0.89,0.0,0.0
2015,4,1,9,1,61.0,86.0,78.0,75.0,2.0,53.0,1024.0,11.0,cv,1.78,0.0,0.0
2015,4,1,10,1,37.0,37.0,37.0,37.0,0.0,43.0,1024.0,12.0,SE,1.79,0.0,0.0
2015,4,1,11,1,31.0,34.0,26.0,27.0,-2.0,35.0,1023.0,13.0,cv,0.89,0.0,0.0
2015,4,1,12,1,29.0,34.0,23.0,30.0,-6.0,24.0,1022.0,14.0,SE,4.02,0.0,0.0
2015,4,1,13,1,35.0,34.0,33.0,28.0,-8.0,22.0,1021.0,13.0,SE,7.15,0.0,0.0
2015,4,1,14,1,36.0,35.0,30.0,30.0,-8.0,22.0,1020.0,13.0,SE,10.28,0.0,0.0
2015,4,1,15,1,40.0,40.0,36.0,37.0,-6.0,26.0,1019.0,13.0,SE,13.41,0.0,0.0
2015,4,1,16,1,36.0,43.0,38.0,32.0,-6.0,26.0,1017.0,13.0,SE,16.54,0.0,0.0
2015,4,1,17,1,42.0,37.0,44.0,39.0,-7.0,25.0,1017.0,12.0,SE,19.67,0.0,0.0
2015,4,1,18,1,38.0,58.0,34.0,41.0,-2.0,40.0,1016.0,11.0,SE,21.46,0.0,0.0
2015,4,1,19,1,39.0,61.0,36.0,43.0,-2.0,40.0,1015.0,11.0,cv,0.89,0.0,0.0
2015,4,1,20,1,54.0,49.0,49.0,44.0,-3.0,37.0,1016.0,11.0,NW,1.79,0.0,0.0
2015,4,1,21,1,52.0,46.0,45.0,44.0,-4.0,32.0,1015.0,12.0,NW,3.58,0.2,0.2
2015,4,1,22,1,53.0,44.0,44.0,52.0,-1.0,46.0,1014.0,10.0,NW,6.71,0.0,0.0
2015,4,1,23,1,46.0,42.0,46.0,48.0,0.0,49.0,1014.0,10.0,NW,10.73,0.4,0.4
2015,4,2,0,1,42.0,44.0,44.0,40.0,4.0,81.0,1012.0,7.0,NW,15.65,3.3,3.7
2015,4,2,1,1,50.0,54.0,51.0,46.0,4.0,86.0,1012.0,6.0,NW,19.67,4.5,8.2
2015,4,2,2,1,45.0,44.0,49.0,37.0,4.0,86.0,1010.0,6.0,NW,22.8,1.9,10.1
2015,4,2,3,1,48.0,42.0,45.0,42.0,4.0,86.0,1009.0,6.0,NW,25.93,1.7,11.8
2015,4,2,4,1,48.0,48.0,42.0,47.0,5.0,100.0,1008.0,5.0,NW,27.72,1.1,12.9
2015,4,2,5,1,51.0,50.0,49.0,49.0,3.0,86.0,1007.0,5.0,cv,0.45,0.2,13.1
2015,4,2,6,1,50.0,55.0,48.0,51.0,4.0,93.0,1006.0,5.0,NW,1.79,0.1,13.2
2015,4,2,7,1,62.0,66.0,63.0,58.0,4.0,93.0,1005.0,5.0,NW,5.81,0.0,0.0
2015,4,2,8,1,56.0,61.0,60.0,55.0,4.0,93.0,1004.0,5.0,NW,10.73,0.0,0.0
2015,4,2,9,1,55.0,51.0,59.0,54.0,3.0,81.0,1003.0,6.0,NW,14.75,0.4,0.4
2015,4,2,10,1,49.0,49.0,52.0,48.0,4.0,86.0,1002.0,6.0,NW,19.67,0.0,0.0
2015,4,2,11,1,42.0,39.0,48.0,42.0,5.0,81.0,1001.0,8.0,NW,24.59,0.0,0.0
2015,4,2,12,1,25.0,37.0,41.0,29.0,5.0,81.0,1000.0,8.0,NW,29.51,0.0,0.0
2015,4,2,13,1,31.0,26.0,33.0,31.0,6.0,76.0,999.0,10.0,NW,33.53,0.0,0.0
2015,4,2,14,1,36.0,32.0,29.0,35.0,6.0,66.0,998.0,12.0,NW,37.55,0.0,0.0
2015,4,2,15,1,36.0,37.0,40.0,36.0,5.0,62.0,997.0,12.0,NE,1.79,0.0,0.0
2015,4,2,16,1,38.0,39.0,42.0,39.0,6.0,62.0,997.0,13.0,NE,4.92,0.0,0.0
2015,4,2,17,1,42.0,39.0,39.0,34.0,5.0,58.0,998.0,13.0,NW,3.13,0.0,0.0
2015,4,2,18,1,22.0,22.0,21.0,17.0,5.0,62.0,999.0,12.0,SE,1.79,0.0,0.0
2015,4,2,19,1,18.0,20.0,20.0,17.0,5.0,62.0,999.0,12.0,cv,0.89,0.0,0.0
2015,4,2,20,1,17.0,16.0,17.0,18.0,5.0,58.0,1001.0,13.0,NW,1.79,0.0,0.0
2015,4,2,21,1,13.0,11.0,13.0,12.0,5.0,62.0,1002.0,12.0,NW,4.92,0.0,0.0
2015,4,2,22,1,13.0,16.0,17.0,12.0,2.0,44.0,1003.0,14.0,NW,10.73,0.0,0.0
2015,4,2,23,1,12.0,11.0,13.0,11.0,4.0,66.0,1004.0,10.0,SE,3.13,0.0,0.0
2015,4,3,0,1,14.0,21.0,14.0,15.0,4.0,70.0,1005.0,9.0,cv,1.79,0.0,0.0
2015,4,3,1,1,18.0,27.0,21.0,20.0,4.0,61.0,1006.0,11.0,NE,3.13,0.0,0.0
2015,4,3,2,1,18.0,26.0,23.0,21.0,4.0,66.0,1007.0,10.0,NE,6.26,0.0,0.0
2015,4,3,3,1,25.0,26.0,20.0,27.0,3.0,75.0,1008.0,7.0,NW,3.13,0.0,0.0
2015,4,3,4,1,19.0,25.0,21.0,19.0,2.0,75.0,1008.0,6.0,NW,7.15,0.0,0.0
2015,4,3,5,1,20.0,27.0,23.0,18.0,1.0,65.0,1010.0,7.0,NW,10.28,0.0,0.0
2015,4,3,6,1,19.0,24.0,18.0,19.0,1.0,65.0,1011.0,7.0,NW,13.41,0.0,0.0
2015,4,3,7,1,19.0,20.0,22.0,18.0,2.0,61.0,1012.0,9.0,NW,16.54,0.0,0.0
2015,4,3,8,1,17.0,26.0,18.0,20.0,0.0,46.0,1013.0,11.0,NE,3.13,0.0,0.0
2015,4,3,9,1,12.0,25.0,21.0,18.0,2.0,47.0,1013.0,13.0,NE,6.26,0.0,0.0
2015,4,3,10,1,13.0,21.0,14.0,21.0,0.0,38.0,1014.0,14.0,cv,1.79,0.0,0.0
2015,4,3,11,1,16.0,16.0,6.0,14.0,0.0,35.0,1013.0,15.0,NE,4.02,0.0,0.0
2015,4,3,12,1,23.0,33.0,14.0,23.0,1.0,36.0,1013.0,16.0,cv,1.79,0.0,0.0
2015,4,3,13,1,37.0,45.0,41.0,38.0,2.0,38.0,1013.0,16.0,SE,4.02,0.0,0.0
2015,4,3,14,1,38.0,30.0,40.0,30.0,0.0,33.0,1012.0,16.0,SE,9.83,0.0,0.0
2015,4,3,15,1,40.0,33.0,33.0,42.0,0.0,33.0,1012.0,16.0,SE,14.75,0.0,0.0
2015,4,3,16,1,48.0,43.0,46.0,44.0,1.0,36.0,1012.0,16.0,SE,19.67,0.0,0.0
2015,4,3,17,1,61.0,62.0,55.0,54.0,2.0,38.0,1012.0,16.0,SE,22.8,0.0,0.0
2015,4,3,18,1,81.0,70.0,69.0,70.0,2.0,44.0,1012.0,14.0,SE,26.82,0.0,0.0
2015,4,3,19,1,69.0,67.0,70.0,62.0,3.0,50.0,1013.0,13.0,SE,30.84,0.0,0.0
2015,4,3,20,1,53.0,53.0,55.0,56.0,3.0,54.0,1013.0,12.0,SE,34.86,0.0,0.0
2015,4,3,21,1,37.0,41.0,41.0,33.0,3.0,57.0,1014.0,11.0,SE,38.88,0.0,0.0
2015,4,3,22,1,34.0,29.0,31.0,32.0,2.0,53.0,1014.0,11.0,SE,43.8,0.0,0.0
2015,4,3,23,1,39.0,37.0,35.0,34.0,2.0,57.0,1014.0,10.0,SE,48.72,0.0,0.0
2015,4,4,0,1,36.0,38.0,38.0,34.0,2.0,61.0,1014.0,9.0,SE,51.85,0.0,0.0
2015,4,4,1,1,41.0,47.0,42.0,40.0,3.0,66.0,1014.0,9.0,SE,55.87,0.0,0.0
2015,4,4,2,1,38.0,41.0,40.0,34.0,3.0,66.0,1013.0,9.0,SE,59.0,0.0,0.0
2015,4,4,3,1,34.0,36.0,35.0,37.0,2.0,65.0,1012.0,8.0,SE,62.13,0.0,0.0
2015,4,4,4,1,36.0,40.0,38.0,31.0,2.0,65.0,1012.0,8.0,SE,63.92,0.0,0.0
2015,4,4,5,1,42.0,40.0,39.0,36.0,2.0,61.0,1011.0,9.0,SE,67.94,0.0,0.0
2015,4,4,6,1,41.0,38.0,34.0,44.0,3.0,66.0,1012.0,9.0,cv,0.89,0.0,0.0
2015,4,4,7,1,47.0,54.0,45.0,39.0,3.0,66.0,1013.0,9.0,SE,0.89,0.0,0.0
2015,4,4,8,1,53.0,53.333333333333336,51.0,56.0,3.0,61.0,1013.0,10.0,SE,2.68,0.0,0.0
2015,4,4,9,1,79.0,76.0,72.0,71.0,1.0,46.0,1012.0,12.0,SE,5.81,0.0,0.0
2015,4,4,10,1,86.0,85.0,81.0,72.0,2.0,50.0,1013.0,12.0,SE,8.94,0.0,0.0
2015,4,4,11,1,85.0,77.0,85.0,77.0,2.0,44.0,1012.0,14.0,SE,12.96,0.0,0.0
2015,4,4,12,1,82.0,85.0,87.0,76.0,1.0,38.0,1011.0,15.0,cv,3.13,0.0,0.0
2015,4,4,13,1,81.0,86.0,75.0,69.0,1.0,36.0,1012.0,16.0,SE,4.02,0.0,0.0
2015,4,4,14,1,77.0,84.0,85.0,74.0,2.0,36.0,1011.0,17.0,SE,8.04,0.0,0.0
2015,4,4,15,1,75.0,81.0,78.0,73.0,2.0,36.0,1011.0,17.0,cv,1.79,0.0,0.0
2015,4,4,16,1,79.0,71.0,70.0,78.0,2.0,36.0,1011.0,17.0,cv,2.68,0.0,0.0
2015,4,4,17,1,85.0,88.0,78.0,78.0,2.0,36.0,1010.0,17.0,SE,1.79,0.0,0.0
2015,4,4,18,1,92.0,99.0,88.0,87.0,3.0,41.0,1010.0,16.0,SE,3.58,0.0,0.0
2015,4,4,19,1,98.0,92.0,99.0,93.0,3.0,44.0,1011.0,15.0,SE,6.71,0.0,0.0
2015,4,4,20,1,104.0,103.0,104.0,96.0,4.0,50.0,1013.0,14.0,SE,10.73,0.0,0.0
2015,4,4,21,1,110.0,106.0,103.0,86.0,4.0,50.0,1014.0,14.0,SE,15.65,0.0,0.0
2015,4,4,22,1,112.0,109.0,107.0,103.0,4.0,50.0,1014.0,14.0,SE,18.78,0.0,0.0
2015,4,4,23,1,123.0,120.0,118.0,112.0,4.0,54.0,1015.0,13.0,SE,20.57,0.0,0.0
2015,4,5,0,1,127.0,129.0,127.0,121.0,5.0,62.0,1015.0,12.0,SE,22.36,0.0,0.0
2015,4,5,1,1,139.0,139.0,130.0,131.0,5.0,66.0,1014.0,11.0,NE,1.79,0.0,0.0
2015,4,5,2,1,142.0,146.0,134.0,133.0,6.0,71.0,1014.0,11.0,SE,0.89,0.0,0.0
2015,4,5,3,1,138.0,148.0,143.0,137.0,6.0,81.0,1014.0,9.0,NE,0.89,0.0,0.0
2015,4,5,4,1,120.0,155.0,135.0,134.0,6.0,76.0,1014.0,10.0,NE,1.78,0.0,0.0
2015,4,5,5,1,135.0,155.0,141.0,147.0,6.0,76.0,1014.0,10.0,NW,0.89,0.0,0.0
2015,4,5,6,1,113.0,162.0,145.0,141.0,6.0,76.0,1015.0,10.0,NW,2.68,0.0,0.0
2015,4,5,7,1,37.0,101.0,71.0,51.0,5.0,66.0,1015.0,11.0,NW,5.81,0.0,0.0
2015,4,5,8,1,21.0,27.0,17.0,21.0,-1.0,33.0,1016.0,15.0,NW,8.94,0.0,0.0
2015,4,5,9,1,21.0,28.0,22.0,26.0,-7.0,21.0,1016.0,15.0,NW,14.75,0.0,0.0
2015,4,5,10,1,26.0,32.0,26.0,27.0,-10.0,14.0,1017.0,17.0,NW,25.93,0.0,0.0
2015,4,5,11,1,28.0,25.0,31.0,18.0,-10.0,14.0,1017.0,17.0,NW,35.76,0.0,0.0
2015,4,5,12,1,20.0,27.0,26.0,24.0,-9.0,15.0,1017.0,18.0,NW,43.81,0.0,0.0
2015,4,5,13,1,21.0,27.0,19.0,21.0,-8.0,17.0,1017.0,17.0,NW,54.99,0.0,0.0
2015,4,5,14,1,21.0,24.0,23.0,20.0,-7.0,18.0,1017.0,17.0,NW,64.82,0.0,0.0
2015,4,5,15,1,26.0,21.0,29.0,24.0,-8.0,17.0,1017.0,17.0,NW,76.0,0.0,0.0
2015,4,5,16,1,22.0,22.0,23.0,19.0,-8.0,17.0,1018.0,17.0,NW,84.94,0.0,0.0
2015,4,5,17,1,15.0,19.0,19.0,19.0,-8.0,19.0,1019.0,15.0,NW,94.77,0.0,0.0
2015,4,5,18,1,20.0,24.0,15.0,24.0,-9.0,20.0,1020.0,13.0,NW,103.71,0.0,0.0
2015,4,5,19,1,24.0,22.0,20.0,17.0,-9.0,23.0,1022.0,11.0,NW,111.76,0.0,0.0
2015,4,5,20,1,25.0,22.0,15.0,25.0,-9.0,25.0,1023.0,10.0,NW,118.91,0.0,0.0
2015,4,5,21,1,26.0,30.0,27.0,28.0,-10.0,24.0,1025.0,9.0,NW,126.06,0.0,0.0
2015,4,5,22,1,27.0,25.0,29.0,26.0,-10.0,26.0,1026.0,8.0,NW,134.11,0.0,0.0
2015,4,5,23,1,24.0,25.0,20.0,20.0,-11.0,24.0,1027.0,8.0,NW,141.26,0.0,0.0
2015,4,6,0,1,20.0,20.0,19.0,21.0,-10.0,28.0,1028.0,7.0,NW,147.07,0.0,0.0
2015,4,6,1,1,21.0,24.0,20.0,20.0,-11.0,28.0,1028.0,6.0,NW,151.99,0.0,0.0
2015,4,6,2,1,16.0,20.0,14.0,21.0,-12.0,26.0,1028.0,6.0,NE,7.15,0.0,0.0
2015,4,6,3,1,20.0,22.0,17.0,14.0,-12.0,27.0,1028.0,5.0,NW,7.15,0.0,0.0
2015,4,6,4,1,15.0,23.0,14.0,16.0,-11.0,30.0,1029.0,5.0,NE,4.92,0.0,0.0
2015,4,6,5,1,18.0,21.0,18.0,15.0,-11.0,32.0,1030.0,4.0,NE,9.84,0.0,0.0
2015,4,6,6,1,18.0,16.0,17.0,17.0,-12.0,30.0,1031.0,4.0,NE,14.76,0.0,0.0
2015,4,6,7,1,16.0,18.0,22.0,14.0,-12.0,30.0,1032.0,4.0,NE,20.57,0.0,0.0
2015,4,6,8,1,16.0,20.0,14.0,17.0,-12.0,27.0,1033.0,5.0,NE,26.38,0.0,0.0
2015,4,6,9,1,15.0,18.0,20.0,22.0,-13.0,24.0,1033.0,6.0,NE,32.19,0.0,0.0
2015,4,6,10,1,18.0,18.0,15.0,20.0,-13.0,22.0,1033.0,7.0,NE,37.11,0.0,0.0
2015,4,6,11,1,17.0,17.0,12.0,16.0,-12.0,22.0,1033.0,8.0,NE,40.24,0.0,0.0
2015,4,6,12,1,20.0,20.0,3.0,13.0,-13.0,20.0,1032.0,8.0,NW,3.13,0.0,0.0
2015,4,6,13,1,18.0,21.0,18.0,19.0,-11.0,21.0,1031.0,10.0,NE,1.79,0.0,0.0
2015,4,6,14,1,20.0,16.0,20.0,18.666666666666668,-13.0,18.0,1030.0,10.0,cv,1.79,0.0,0.0
2015,4,6,15,1,19.0,17.0,15.0,17.0,-12.0,19.0,1029.0,10.0,NE,1.79,0.0,0.0
2015,4,6,16,1,20.0,17.0,28.0,21.666666666666668,-13.0,16.0,1028.0,12.0,cv,0.89,0.0,0.0
2015,4,6,17,1,27.0,23.0,37.0,29.0,-13.0,17.0,1027.0,11.0,NE,1.79,0.0,0.0
2015,4,6,18,1,33.0,35.0,24.0,30.666666666666668,-12.0,19.0,1028.0,10.0,SE,3.13,0.0,0.0
2015,4,6,19,1,36.0,36.0,33.0,35.0,-12.0,22.0,1028.0,8.0,SE,7.15,0.0,0.0
2015,4,6,20,1,38.0,36.0,34.0,36.0,-12.0,22.0,1029.0,8.0,SE,11.17,0.0,0.0
2015,4,6,21,1,42.0,37.0,35.0,37.0,-11.0,24.0,1030.0,8.0,SE,12.96,0.0,0.0
2015,4,6,22,1,44.0,44.0,42.0,44.0,-9.0,28.0,1031.0,8.0,SE,14.75,0.0,0.0
2015,4,6,23,1,47.0,47.0,45.0,40.0,-6.0,41.0,1031.0,6.0,cv,0.89,0.0,0.0
2015,4,7,0,1,52.0,59.0,51.0,48.0,-7.0,41.0,1032.0,5.0,NE,3.13,0.0,0.0
2015,4,7,1,1,52.0,57.0,52.0,49.0,-8.0,38.0,1033.0,5.0,NE,4.92,0.0,0.0
2015,4,7,2,1,14.0,11.0,16.0,12.0,-13.0,24.0,1033.0,6.0,NE,8.94,0.0,0.0
2015,4,7,3,1,9.0,13.0,8.0,10.0,-13.0,25.0,1033.0,5.0,NE,12.07,0.0,0.0
2015,4,7,4,1,10.0,10.0,13.0,16.0,-12.0,30.0,1033.0,4.0,NE,15.2,0.0,0.0
2015,4,7,5,1,10.0,13.0,10.0,9.0,-11.0,43.0,1033.0,0.0,NW,3.13,0.0,0.0
2015,4,7,6,1,9.0,24.0,7.0,10.0,-11.0,40.0,1034.0,1.0,NW,4.92,0.0,0.0
2015,4,7,7,1,12.0,26.0,14.0,15.0,-10.0,32.0,1034.0,5.0,cv,0.89,0.0,0.0
2015,4,7,8,1,14.0,21.0,18.0,13.0,-13.0,20.0,1035.0,8.0,cv,1.78,0.0,0.0
2015,4,7,9,1,12.0,13.0,19.0,11.0,-14.0,18.0,1034.0,9.0,NW,3.13,0.0,0.0
2015,4,7,10,1,8.0,8.0,16.0,10.0,-14.0,16.0,1034.0,10.0,NW,6.26,0.0,0.0
2015,4,7,11,1,9.0,16.0,11.0,12.0,-13.0,17.0,1033.0,11.0,cv,0.89,0.0,0.0
2015,4,7,12,1,12.0,6.0,13.0,12.0,-15.0,13.0,1032.0,12.0,cv,4.02,0.0,0.0
2015,4,7,13,1,13.0,20.0,30.0,11.0,-15.0,13.0,1031.0,12.0,cv,5.81,0.0,0.0
2015,4,7,14,1,16.0,19.0,29.0,12.0,-16.0,11.0,1029.0,14.0,cv,10.73,0.0,0.0
2015,4,7,15,1,18.0,25.0,30.0,16.0,-17.0,10.0,1028.0,13.0,SE,5.81,0.0,0.0
2015,4,7,16,1,25.0,25.666666666666668,33.0,19.0,-15.0,12.0,1027.0,13.0,SE,10.73,0.0,0.0
2015,4,7,17,1,26.0,31.0,18.0,22.0,-13.0,15.0,1026.0,13.0,SE,16.54,0.0,0.0
2015,4,7,18,1,26.0,25.0,31.0,28.0,-12.0,17.0,1026.0,12.0,SE,22.35,0.0,0.0
2015,4,7,19,1,38.0,34.0,36.0,36.0,-11.0,21.0,1027.0,10.0,SE,27.27,0.0,0.0
2015,4,7,20,1,58.0,50.0,46.0,55.0,-10.0,23.0,1027.0,10.0,SE,32.19,0.0,0.0
2015,4,7,21,1,64.0,66.0,63.0,61.0,-9.0,25.0,1028.0,10.0,SE,37.11,0.0,0.0
2015,4,7,22,1,69.0,67.0,67.0,63.0,-7.0,31.0,1028.0,9.0,SE,41.13,0.0,0.0
2015,4,7,23,1,72.0,71.0,75.0,68.0,-7.0,31.0,1028.0,9.0,SE,46.05,0.0,0.0
2015,4,8,0,1,76.0,77.0,76.0,72.0,-6.0,34.0,1028.0,9.0,SE,50.97,0.0,0.0
2015,4,8,1,1,78.0,77.0,74.0,78.0,-5.0,39.0,1027.0,8.0,SE,52.76,0.0,0.0
2015,4,8,2,1,90.0,92.0,89.0,86.0,-5.0,45.0,1027.0,6.0,SE,55.89,0.0,0.0
2015,4,8,3,1,94.0,97.0,96.0,88.0,-4.0,55.0,1027.0,4.0,cv,0.89,0.0,0.0
2015,4,8,4,1,98.0,100.0,100.0,95.0,-4.0,55.0,1026.0,4.0,cv,1.78,0.0,0.0
